RMAID,OrderID,Step,Status,Reason
7128,7120,Product replacement or account refund processed,Complete,Incorrect
7129,7114,Product replacement or account refund processed,Complete,Incorrect
7130,7124,Product replacement or account refund processed,Complete,Order
7131,7124,Product replacement or account refund processed,Complete,Defective
7132,7117,Product replacement or account refund processed,Complete,Defective
7133,7118,Product replacement or account refund processed,Complete,Incorrect
7134,7119,Product replacement or account refund processed,Complete,Incorrect
7135,7129,Product replacement or account refund processed,Complete,Defective
7136,7121,Product replacement or account refund processed,Complete,Incorrect
7137,7131,Product replacement or account refund processed,Complete,Defective
7138,7124,Product replacement or account refund processed,Complete,Order
7139,7125,Product replacement or account refund processed,Complete,Incorrect
7140,7127,Product replacement or account refund processed,Complete,Defective
7141,7129,Product replacement or account refund processed,Complete,Incorrect
7142,7130,Product replacement or account refund processed,Complete,Incorrect
7143,7137,Product replacement or account refund processed,Complete,Defective
7144,7137,Product replacement or account refund processed,Complete,Defective
7145,7139,Product replacement or account refund processed,Complete,Defective
7146,7139,Product replacement or account refund processed,Complete,Defective
7147,7139,Product replacement or account refund processed,Complete,Defective
7148,7139,Product replacement or account refund processed,Complete,Incorrect
7149,7143,Product replacement or account refund processed,Complete,Order
7150,7141,Awaiting customer Documentation,Pending,Incorrect
7151,7142,Product replacement or account refund processed,Complete,Incorrect
7152,7143,Product replacement or account refund processed,Complete,Defective
7153,7138,Product replacement or account refund processed,Complete,Defective
7154,7139,Product replacement or account refund processed,Complete,Incorrect
7155,7149,Awaiting customer Documentation,Pending,Order
7156,7141,Product replacement or account refund processed,Complete,Defective
7157,7142,Product replacement or account refund processed,Complete,Defective
7158,7143,Product replacement or account refund processed,Complete,Defective
7159,7147,Product replacement or account refund processed,Complete,Order
7160,7148,Product replacement or account refund processed,Complete,Incorrect
7161,7149,Product replacement or account refund processed,Complete,Incorrect
7162,7151,Product replacement or account refund processed,Complete,Defective
7163,7153,Product replacement or account refund processed,Complete,Incorrect
7164,7154,Product replacement or account refund processed,Complete,Incorrect
7165,7155,Product replacement or account refund processed,Complete,Incorrect
7166,7160,Product replacement or account refund processed,Complete,Incorrect
7167,7161,Product replacement or account refund processed,Complete,Defective
7168,7161,Product replacement or account refund processed,Complete,Incorrect
7169,7162,Product replacement or account refund processed,Complete,Defective
7170,7163,Product replacement or account refund processed,Complete,Defective
7171,7165,Product replacement or account refund processed,Complete,Order
7172,7157,Product replacement or account refund processed,Complete,Order
7173,7167,Product replacement or account refund processed,Complete,Defective
7174,7167,Awaiting customer Documentation,Pending,Defective
7175,7168,Product replacement or account refund processed,Complete,Order
7176,7167,Product replacement or account refund processed,Complete,Incorrect
7177,7168,Product replacement or account refund processed,Complete,Incorrect
7178,7169,Product replacement or account refund processed,Complete,Rejected
7179,7164,Product replacement or account refund processed,Complete,Defective
7180,7165,Product replacement or account refund processed,Complete,Incorrect
7181,7166,Product replacement or account refund processed,Complete,Defective
7182,7176,Product replacement or account refund processed,Complete,Defective
7183,7177,Product replacement or account refund processed,Complete,Defective
7184,7169,Product replacement or account refund processed,Complete,Order
7185,7171,Product replacement or account refund processed,Complete,Incorrect
7186,7172,Product replacement or account refund processed,Complete,Incorrect
7187,7181,Product replacement or account refund processed,Complete,Order
7188,7182,Product replacement or account refund processed,Complete,Defective
7189,7175,Awaiting customer Documentation,Pending,Incorrect
7190,7184,Product replacement or account refund processed,Complete,Defective
7191,7184,Product replacement or account refund processed,Complete,Incorrect
7192,7177,Product replacement or account refund processed,Complete,Incorrect
7193,7178,Product replacement or account refund processed,Complete,Incorrect
7194,7188,Product replacement or account refund processed,Complete,Order
7195,7188,Product replacement or account refund processed,Complete,Defective
7196,7181,Product replacement or account refund processed,Complete,Order
7197,7182,Product replacement or account refund processed,Complete,Order
7198,7184,Product replacement or account refund processed,Complete,Defective
7199,7188,Product replacement or account refund processed,Complete,Order
7200,7189,Product replacement or account refund processed,Complete,Defective
7201,7191,Product replacement or account refund processed,Complete,Incorrect
7202,7192,Product replacement or account refund processed,Complete,Order
7203,7195,Product replacement or account refund processed,Complete,Incorrect
7204,7197,Product replacement or account refund processed,Complete,Incorrect
7205,7190,Product replacement or account refund processed,Complete,Defective
7206,7200,Product replacement or account refund processed,Complete,Order
7207,7201,Product replacement or account refund processed,Complete,Incorrect
7208,7201,Product replacement or account refund processed,Complete,Incorrect
7209,7201,Product replacement or account refund processed,Complete,Incorrect
7210,7201,Product replacement or account refund processed,Complete,Defective
7211,7202,Product replacement or account refund processed,Complete,Defective
7212,7204,Product replacement or account refund processed,Complete,Order
7213,7198,Product replacement or account refund processed,Complete,Order
7214,7199,Product replacement or account refund processed,Complete,Defective
7215,7200,Product replacement or account refund processed,Complete,Order
7216,7201,Product replacement or account refund processed,Complete,Defective
7217,7202,Product replacement or account refund processed,Complete,Incorrect
7218,7212,Product replacement or account refund processed,Complete,Defective
7219,7213,Product replacement or account refund processed,Complete,Defective
7220,7214,Awaiting customer Documentation,Pending,Incorrect
7221,7215,Product replacement or account refund processed,Complete,Defective
7222,7207,Product replacement or account refund processed,Complete,Defective
7223,7217,Product replacement or account refund processed,Complete,Order
7224,7218,Product replacement or account refund processed,Complete,Defective
7225,7210,Product replacement or account refund processed,Complete,Defective
7226,7211,Product replacement or account refund processed,Complete,Incorrect
7227,7212,Awaiting customer Documentation,Pending,Order
7228,7213,Product replacement or account refund processed,Complete,Incorrect
7229,7223,Product replacement or account refund processed,Complete,Incorrect
7230,7224,Product replacement or account refund processed,Complete,Incorrect
7231,7225,Received returned equipment,Initiated,Order
7232,7226,Product replacement or account refund processed,Complete,Defective
7233,7226,Product replacement or account refund processed,Complete,Defective
7234,7225,Product replacement or account refund processed,Complete,Defective
7235,7226,Product replacement or account refund processed,Complete,Incorrect
7236,7229,Product replacement or account refund processed,Complete,Incorrect
7237,7222,Product replacement or account refund processed,Complete,Incorrect
7238,7223,Product replacement or account refund processed,Complete,Defective
7239,7224,Product replacement or account refund processed,Complete,Order
7240,7225,Product replacement or account refund processed,Complete,Order
7241,7235,Product replacement or account refund processed,Complete,Defective
7242,7236,Product replacement or account refund processed,Complete,Defective
7243,7236,Product replacement or account refund processed,Complete,Incorrect
7244,7238,Product replacement or account refund processed,Complete,Defective
7245,7238,Awaiting customer Documentation,Pending,Order
7246,7238,Product replacement or account refund processed,Complete,Order
7247,7237,Product replacement or account refund processed,Complete,Incorrect
7248,7238,Product replacement or account refund processed,Complete,Order
7249,7235,Product replacement or account refund processed,Complete,Order
7250,7236,Product replacement or account refund processed,Complete,Order
7251,7237,Product replacement or account refund processed,Complete,Incorrect
7252,7238,Product replacement or account refund processed,Complete,Incorrect
7253,7247,Product replacement or account refund processed,Complete,Order
7254,7247,Product replacement or account refund processed,Complete,Incorrect
7255,7248,Product replacement or account refund processed,Complete,Incorrect
7256,7241,Product replacement or account refund processed,Complete,Incorrect
7257,7243,Product replacement or account refund processed,Complete,Defective
7258,7252,Product replacement or account refund processed,Complete,Order
7259,7252,Product replacement or account refund processed,Complete,Incorrect
7260,7245,Awaiting customer Documentation,Pending,Order
7261,7246,Product replacement or account refund processed,Complete,Order
7262,7247,Product replacement or account refund processed,Complete,Order
7263,7248,Product replacement or account refund processed,Complete,Order
7264,7249,Product replacement or account refund processed,Complete,Incorrect
7265,7259,Product replacement or account refund processed,Complete,Incorrect
7266,7259,Product replacement or account refund processed,Complete,Defective
7267,7259,Awaiting customer Documentation,Pending,Incorrect
7268,7259,Product replacement or account refund processed,Complete,Defective
7269,7263,Product replacement or account refund processed,Complete,Incorrect
7270,7264,Product replacement or account refund processed,Complete,Defective
7271,7256,Product replacement or account refund processed,Complete,Order
7272,7257,Received returned equipment,Initiated,Order
7273,7259,Product replacement or account refund processed,Complete,Defective
7274,7268,Product replacement or account refund processed,Complete,Incorrect
7275,7260,Product replacement or account refund processed,Complete,Defective
7276,7261,Product replacement or account refund processed,Complete,Incorrect
7277,7271,Product replacement or account refund processed,Complete,Order
7278,7272,Product replacement or account refund processed,Complete,Incorrect
7279,7272,Product replacement or account refund processed,Complete,Defective
7280,7273,Product replacement or account refund processed,Complete,Order
7281,7274,Product replacement or account refund processed,Complete,Defective
7282,7275,Awaiting customer Documentation,Pending,Defective
7283,7268,Product replacement or account refund processed,Complete,Defective
7284,7278,Product replacement or account refund processed,Complete,Incorrect
7285,7278,Product replacement or account refund processed,Complete,Defective
7286,7271,Product replacement or account refund processed,Complete,Defective
7287,7272,Product replacement or account refund processed,Complete,Defective
7288,7273,Product replacement or account refund processed,Complete,Order
7289,7274,Awaiting customer Documentation,Pending,Order
7290,7275,Product replacement or account refund processed,Complete,Order
7291,7276,Product replacement or account refund processed,Complete,Defective
7292,7286,Product replacement or account refund processed,Complete,Defective
7293,7286,Product replacement or account refund processed,Complete,Order
7294,7286,Product replacement or account refund processed,Complete,Order
7295,7287,Product replacement or account refund processed,Complete,Defective
7296,7281,Product replacement or account refund processed,Complete,Order
7297,7282,Product replacement or account refund processed,Complete,Incorrect
7298,7284,Product replacement or account refund processed,Complete,Incorrect
7299,7286,Received returned equipment,Initiated,Order
7300,7294,Product replacement or account refund processed,Complete,Defective
7301,7287,Product replacement or account refund processed,Complete,Order
7302,7296,Product replacement or account refund processed,Complete,Order
7303,7296,Product replacement or account refund processed,Complete,Incorrect
7304,7289,Product replacement or account refund processed,Complete,Defective
7305,7299,Product replacement or account refund processed,Complete,Incorrect
7306,7293,Product replacement or account refund processed,Complete,Rejected
7307,7294,Received returned equipment,Initiated,Order
7308,7295,Product replacement or account refund processed,Complete,Incorrect
7309,7296,Product replacement or account refund processed,Complete,Defective
7310,7304,Product replacement or account refund processed,Complete,Order
7311,7298,Product replacement or account refund processed,Complete,Order
7312,7299,Product replacement or account refund processed,Complete,Defective
7313,7300,Received returned equipment,Initiated,Incorrect
7314,7304,Product replacement or account refund processed,Complete,Incorrect
7315,7306,Product replacement or account refund processed,Complete,Incorrect
7316,7310,Product replacement or account refund processed,Complete,Order
7317,7302,Product replacement or account refund processed,Complete,Order
7318,7303,Product replacement or account refund processed,Complete,Incorrect
7319,7304,Product replacement or account refund processed,Complete,Order
7320,7305,Product replacement or account refund processed,Complete,Order
7321,7315,Product replacement or account refund processed,Complete,Incorrect
7322,7315,Product replacement or account refund processed,Complete,Order
7323,7315,Product replacement or account refund processed,Complete,Incorrect
7324,7309,Received returned equipment,Initiated,Defective
7325,7310,Product replacement or account refund processed,Complete,Defective
7326,7320,Product replacement or account refund processed,Complete,Defective
7327,7320,Product replacement or account refund processed,Complete,Defective
7328,7313,Product replacement or account refund processed,Complete,Order
7329,7314,Product replacement or account refund processed,Complete,Order
7330,7324,Product replacement or account refund processed,Complete,Order
7331,7325,Product replacement or account refund processed,Complete,Incorrect
7332,7325,Product replacement or account refund processed,Complete,Defective
7333,7319,Product replacement or account refund processed,Complete,Defective
7334,7328,Product replacement or account refund processed,Complete,Defective
7335,7320,Product replacement or account refund processed,Complete,Defective
7336,7321,Awaiting customer Documentation,Pending,Order
7337,7322,Product replacement or account refund processed,Complete,Defective
7338,7323,Product replacement or account refund processed,Complete,Defective
7339,7324,Product replacement or account refund processed,Complete,Order
7340,7334,Product replacement or account refund processed,Complete,Incorrect
7341,7326,Product replacement or account refund processed,Complete,Incorrect
7342,7336,Product replacement or account refund processed,Complete,Order
7343,7328,Product replacement or account refund processed,Complete,Order
7344,7329,Product replacement or account refund processed,Complete,Order
7345,7339,Product replacement or account refund processed,Complete,Incorrect
7346,7339,Product replacement or account refund processed,Complete,Order
7347,7332,Product replacement or account refund processed,Complete,Incorrect
7348,7333,Product replacement or account refund processed,Complete,Incorrect
7349,7334,Product replacement or account refund processed,Complete,Order
7350,7335,Product replacement or account refund processed,Complete,Order
7351,7345,Product replacement or account refund processed,Complete,Incorrect
7352,7337,Product replacement or account refund processed,Complete,Defective
7353,7338,Product replacement or account refund processed,Complete,Defective
7354,7348,Product replacement or account refund processed,Complete,Incorrect
7355,7349,Product replacement or account refund processed,Complete,Defective
7356,7341,Product replacement or account refund processed,Complete,Defective
7357,7351,Product replacement or account refund processed,Complete,Order
7358,7352,Product replacement or account refund processed,Complete,Incorrect
7359,7353,Received returned equipment,Initiated,Order
7360,7353,Product replacement or account refund processed,Complete,Defective
7361,7355,Product replacement or account refund processed,Complete,Defective
7362,7348,Product replacement or account refund processed,Complete,Order
7363,7349,Product replacement or account refund processed,Complete,Order
7364,7358,Product replacement or account refund processed,Complete,Rejected
7365,7350,Product replacement or account refund processed,Complete,Incorrect
7366,7351,Product replacement or account refund processed,Complete,Incorrect
7367,7352,Product replacement or account refund processed,Complete,Order
7368,7353,Product replacement or account refund processed,Complete,Incorrect
7369,7355,Product replacement or account refund processed,Complete,Defective
7370,7358,Product replacement or account refund processed,Complete,Defective
7371,7360,Product replacement or account refund processed,Complete,Order
7372,7363,Product replacement or account refund processed,Complete,Order
7373,7358,Product replacement or account refund processed,Complete,Defective
7374,7359,Product replacement or account refund processed,Complete,Defective
7375,7360,Product replacement or account refund processed,Complete,Incorrect
7376,7361,Product replacement or account refund processed,Complete,Defective
7377,7362,Product replacement or account refund processed,Complete,Incorrect
7378,7372,Received returned equipment,Initiated,Defective
7379,7372,Product replacement or account refund processed,Complete,Order
7380,7373,Product replacement or account refund processed,Complete,Incorrect
7381,7374,Product replacement or account refund processed,Complete,Defective
7382,7375,Product replacement or account refund processed,Complete,Order
7383,7377,Product replacement or account refund processed,Complete,Order
7384,7369,Product replacement or account refund processed,Complete,Incorrect
7385,7371,Product replacement or account refund processed,Complete,Order
7386,7372,Product replacement or account refund processed,Complete,Defective
7387,7373,Product replacement or account refund processed,Complete,Order
7388,7382,Product replacement or account refund processed,Complete,Defective
7389,7374,Awaiting customer Documentation,Pending,Defective
7390,7375,Product replacement or account refund processed,Complete,Incorrect
7391,7377,Product replacement or account refund processed,Complete,Incorrect
7392,7378,Product replacement or account refund processed,Complete,Order
7393,7380,Product replacement or account refund processed,Complete,Defective
7394,7381,Product replacement or account refund processed,Complete,Defective
7395,7382,Product replacement or account refund processed,Complete,Incorrect
7396,7383,Product replacement or account refund processed,Complete,Defective
7397,7385,Awaiting customer Documentation,Pending,Order
7398,7386,Product replacement or account refund processed,Complete,Defective
7399,7387,Product replacement or account refund processed,Complete,Defective
7400,7394,Product replacement or account refund processed,Complete,Order
7401,7388,Product replacement or account refund processed,Complete,Order
7402,7396,Product replacement or account refund processed,Complete,Defective
7403,7389,Product replacement or account refund processed,Complete,Incorrect
7404,7392,Product replacement or account refund processed,Complete,Order
7405,7399,Product replacement or account refund processed,Complete,Defective
7406,7393,Product replacement or account refund processed,Complete,Defective
7407,7394,Awaiting customer Documentation,Pending,Order
7408,7396,Product replacement or account refund processed,Complete,Defective
7409,7399,Product replacement or account refund processed,Complete,Defective
7410,7400,Product replacement or account refund processed,Complete,Defective
7411,7396,Product replacement or account refund processed,Complete,Defective
7412,7406,Product replacement or account refund processed,Complete,Rejected
7413,7407,Received returned equipment,Initiated,Order
7414,7399,Received returned equipment,Initiated,Order
7415,7409,Product replacement or account refund processed,Complete,Incorrect
7416,7409,Awaiting customer Documentation,Pending,Incorrect
7417,7409,Product replacement or account refund processed,Complete,Order
7418,7409,Product replacement or account refund processed,Complete,Incorrect
7419,7409,Product replacement or account refund processed,Complete,Defective
7420,7409,Product replacement or account refund processed,Complete,Order
7421,7409,Product replacement or account refund processed,Complete,Incorrect
7422,7411,Product replacement or account refund processed,Complete,Incorrect
7423,7413,Product replacement or account refund processed,Complete,Order
7424,7409,Product replacement or account refund processed,Complete,Order
7425,7410,Product replacement or account refund processed,Complete,Defective
7426,7411,Product replacement or account refund processed,Complete,Defective
7427,7412,Product replacement or account refund processed,Complete,Order
7428,7413,Product replacement or account refund processed,Complete,Incorrect
7429,7414,Product replacement or account refund processed,Complete,Defective
7430,7415,Product replacement or account refund processed,Complete,Order
7431,7416,Product replacement or account refund processed,Complete,Incorrect
7432,7417,Product replacement or account refund processed,Complete,Order
7433,7418,Product replacement or account refund processed,Complete,Incorrect
7434,7428,Product replacement or account refund processed,Complete,Defective
7435,7420,Product replacement or account refund processed,Complete,Defective
7436,7421,Product replacement or account refund processed,Complete,Order
7437,7423,Product replacement or account refund processed,Complete,Rejected
7438,7432,Product replacement or account refund processed,Complete,Incorrect
7439,7424,Product replacement or account refund processed,Complete,Order
7440,7425,Product replacement or account refund processed,Complete,Order
7441,7426,Product replacement or account refund processed,Complete,Defective
7442,7436,Product replacement or account refund processed,Complete,Incorrect
7443,7428,Product replacement or account refund processed,Complete,Defective
7444,7431,Product replacement or account refund processed,Complete,Incorrect
7445,7432,Product replacement or account refund processed,Complete,Defective
7446,7433,Awaiting customer Documentation,Pending,Order
7447,7436,Product replacement or account refund processed,Complete,Order
7448,7442,Product replacement or account refund processed,Complete,Incorrect
7449,7443,Product replacement or account refund processed,Complete,Incorrect
7450,7443,Received returned equipment,Initiated,Order
7451,7442,Product replacement or account refund processed,Complete,Defective
7452,7443,Product replacement or account refund processed,Complete,Defective
7453,7444,Product replacement or account refund processed,Complete,Order
7454,7439,Product replacement or account refund processed,Complete,Incorrect
7455,7442,Product replacement or account refund processed,Complete,Order
7456,7443,Product replacement or account refund processed,Complete,Incorrect
7457,7444,Product replacement or account refund processed,Complete,Defective
7458,7447,Product replacement or account refund processed,Complete,Defective
7459,7449,Product replacement or account refund processed,Complete,Order
7460,7454,Product replacement or account refund processed,Complete,Order
7461,7453,Product replacement or account refund processed,Complete,Order
7462,7454,Product replacement or account refund processed,Complete,Order
7463,7448,Product replacement or account refund processed,Complete,Order
7464,7458,Product replacement or account refund processed,Complete,Defective
7465,7450,Product replacement or account refund processed,Complete,Order
7466,7451,Product replacement or account refund processed,Complete,Order
7467,7461,Product replacement or account refund processed,Complete,Defective
7468,7462,Product replacement or account refund processed,Complete,Incorrect
7469,7454,Product replacement or account refund processed,Complete,Order
7470,7456,Product replacement or account refund processed,Complete,Defective
7471,7465,Product replacement or account refund processed,Complete,Incorrect
7472,7465,Product replacement or account refund processed,Complete,Order
7473,7466,Product replacement or account refund processed,Complete,Incorrect
7474,7467,Product replacement or account refund processed,Complete,Order
7475,7460,Product replacement or account refund processed,Complete,Incorrect
7476,7461,Product replacement or account refund processed,Complete,Incorrect
7477,7462,Product replacement or account refund processed,Complete,Defective
7478,7463,Awaiting customer Documentation,Pending,Defective
7479,7464,Product replacement or account refund processed,Complete,Incorrect
7480,7465,Product replacement or account refund processed,Complete,Incorrect
7481,7466,Product replacement or account refund processed,Complete,Incorrect
7482,7467,Product replacement or account refund processed,Complete,Defective
7483,7469,Product replacement or account refund processed,Complete,Order
7484,7478,Product replacement or account refund processed,Complete,Defective
7485,7478,Received returned equipment,Initiated,Incorrect
7486,7471,Product replacement or account refund processed,Complete,Order
7487,7481,Awaiting customer Documentation,Pending,Incorrect
7488,7481,Product replacement or account refund processed,Complete,Order
7489,7481,Product replacement or account refund processed,Complete,Defective
7490,7476,Product replacement or account refund processed,Complete,Defective
7491,7477,Product replacement or account refund processed,Complete,Order
7492,7486,Product replacement or account refund processed,Complete,Defective
7493,7487,Product replacement or account refund processed,Complete,Defective
7494,7488,Product replacement or account refund processed,Complete,Incorrect
7495,7488,Product replacement or account refund processed,Complete,Order
7496,7488,Product replacement or account refund processed,Complete,Defective
7497,7487,Product replacement or account refund processed,Complete,Order
7498,7488,Product replacement or account refund processed,Complete,Order
7499,7485,Product replacement or account refund processed,Complete,Defective
7500,7486,Awaiting customer Documentation,Pending,Defective
7501,7487,Product replacement or account refund processed,Complete,Order
7502,7496,Product replacement or account refund processed,Complete,Defective
7503,7488,Product replacement or account refund processed,Complete,Order
7504,7490,Product replacement or account refund processed,Complete,Incorrect
7505,7494,Product replacement or account refund processed,Complete,Incorrect
7506,7495,Product replacement or account refund processed,Complete,Defective
7507,7496,Product replacement or account refund processed,Complete,Order
7508,7499,Product replacement or account refund processed,Complete,Defective
7509,7500,Product replacement or account refund processed,Complete,Order
7510,7502,Product replacement or account refund processed,Complete,Defective
7511,7503,Awaiting customer Documentation,Pending,Defective
7512,7497,Product replacement or account refund processed,Complete,Order
7513,7498,Product replacement or account refund processed,Complete,Order
7514,7499,Product replacement or account refund processed,Complete,Order
7515,7500,Product replacement or account refund processed,Complete,Order
7516,7501,Product replacement or account refund processed,Complete,Order
7517,7511,Product replacement or account refund processed,Complete,Order
7518,7503,Product replacement or account refund processed,Complete,Incorrect
7519,7504,Product replacement or account refund processed,Complete,Defective
7520,7514,Product replacement or account refund processed,Complete,Incorrect
7521,7506,Awaiting customer Documentation,Pending,Order
7522,7509,Product replacement or account refund processed,Complete,Order
7523,7510,Product replacement or account refund processed,Complete,Incorrect
7524,7511,Product replacement or account refund processed,Complete,Defective
7525,7512,Product replacement or account refund processed,Complete,Defective
7526,7513,Product replacement or account refund processed,Complete,Defective
7527,7514,Product replacement or account refund processed,Complete,Incorrect
7528,7515,Product replacement or account refund processed,Complete,Defective
7529,7519,Product replacement or account refund processed,Complete,Incorrect
7530,7520,Product replacement or account refund processed,Complete,Incorrect
7531,7525,Product replacement or account refund processed,Complete,Order
7532,7526,Product replacement or account refund processed,Complete,Defective
7533,7527,Product replacement or account refund processed,Complete,Incorrect
7534,7528,Product replacement or account refund processed,Complete,Order
7535,7528,Product replacement or account refund processed,Complete,Order
7536,7527,Product replacement or account refund processed,Complete,Incorrect
7537,7528,Received returned equipment,Initiated,Defective
7538,7527,Product replacement or account refund processed,Complete,Order
7539,7528,Product replacement or account refund processed,Complete,Defective
7540,7532,Product replacement or account refund processed,Complete,Defective
7541,7533,Product replacement or account refund processed,Complete,Incorrect
7542,7536,Product replacement or account refund processed,Complete,Order
7543,7536,Product replacement or account refund processed,Complete,Incorrect
7544,7536,Product replacement or account refund processed,Complete,Defective
7545,7535,Product replacement or account refund processed,Complete,Defective
7546,7536,Product replacement or account refund processed,Complete,Incorrect
7547,7538,Product replacement or account refund processed,Complete,Order
7548,7540,Product replacement or account refund processed,Complete,Defective
7549,7534,Product replacement or account refund processed,Complete,Rejected
7550,7535,Product replacement or account refund processed,Complete,Order
7551,7536,Product replacement or account refund processed,Complete,Incorrect
7552,7537,Product replacement or account refund processed,Complete,Order
7553,7547,Product replacement or account refund processed,Complete,Order
7554,7548,Product replacement or account refund processed,Complete,Incorrect
7555,7548,Product replacement or account refund processed,Complete,Order
7556,7548,Product replacement or account refund processed,Complete,Defective
7557,7547,Product replacement or account refund processed,Complete,Defective
7558,7548,Product replacement or account refund processed,Complete,Order
7559,7552,Product replacement or account refund processed,Complete,Defective
7560,7546,Product replacement or account refund processed,Complete,Defective
7561,7555,Product replacement or account refund processed,Complete,Defective
7562,7556,Product replacement or account refund processed,Complete,Rejected
7563,7555,Awaiting customer Documentation,Pending,Incorrect
7564,7556,Product replacement or account refund processed,Complete,Order
7565,7559,Product replacement or account refund processed,Complete,Incorrect
7566,7559,Awaiting customer Documentation,Pending,Order
7567,7552,Product replacement or account refund processed,Complete,Order
7568,7554,Product replacement or account refund processed,Complete,Defective
7569,7555,Awaiting customer Documentation,Pending,Order
7570,7556,Product replacement or account refund processed,Complete,Order
7571,7557,Product replacement or account refund processed,Complete,Defective
7572,7558,Product replacement or account refund processed,Complete,Incorrect
7573,7559,Product replacement or account refund processed,Complete,Order
7574,7568,Product replacement or account refund processed,Complete,Rejected
7575,7569,Product replacement or account refund processed,Complete,Rejected
7576,7570,Product replacement or account refund processed,Complete,Incorrect
7577,7571,Awaiting customer Documentation,Pending,Defective
7578,7570,Received returned equipment,Initiated,Order
7579,7573,Awaiting customer Documentation,Pending,Incorrect
7580,7571,Product replacement or account refund processed,Complete,Order
7581,7573,Product replacement or account refund processed,Complete,Order
7582,7576,Product replacement or account refund processed,Complete,Order
7583,7576,Product replacement or account refund processed,Complete,Defective
7584,7578,Product replacement or account refund processed,Complete,Incorrect
7585,7570,Received returned equipment,Initiated,Order
7586,7571,Product replacement or account refund processed,Complete,Incorrect
7587,7573,Product replacement or account refund processed,Complete,Defective
7588,7576,Product replacement or account refund processed,Complete,Defective
7589,7583,Product replacement or account refund processed,Complete,Order
7590,7583,Product replacement or account refund processed,Complete,Incorrect
7591,7585,Product replacement or account refund processed,Complete,Order
7592,7585,Product replacement or account refund processed,Complete,Order
7593,7587,Product replacement or account refund processed,Complete,Incorrect
7594,7585,Product replacement or account refund processed,Complete,Order
7595,7587,Product replacement or account refund processed,Complete,Defective
7596,7583,Product replacement or account refund processed,Complete,Order
7597,7585,Product replacement or account refund processed,Complete,Order
7598,7587,Product replacement or account refund processed,Complete,Order
7599,7588,Product replacement or account refund processed,Complete,Defective
7600,7590,Product replacement or account refund processed,Complete,Defective
7601,7591,Product replacement or account refund processed,Complete,Incorrect
7602,7596,Product replacement or account refund processed,Complete,Order
7603,7594,Product replacement or account refund processed,Complete,Incorrect
7604,7598,Product replacement or account refund processed,Complete,Defective
7605,7596,Product replacement or account refund processed,Complete,Order
7606,7597,Product replacement or account refund processed,Complete,Incorrect
7607,7598,Product replacement or account refund processed,Complete,Defective
7608,7600,Product replacement or account refund processed,Complete,Defective
7609,7603,Product replacement or account refund processed,Complete,Incorrect
7610,7603,Product replacement or account refund processed,Complete,Order
7611,7602,Product replacement or account refund processed,Complete,Defective
7612,7603,Product replacement or account refund processed,Complete,Incorrect
7613,7606,Product replacement or account refund processed,Complete,Order
7614,7608,Awaiting customer Documentation,Pending,Incorrect
7615,7600,Product replacement or account refund processed,Complete,Defective
7616,7601,Received returned equipment,Initiated,Order
7617,7602,Product replacement or account refund processed,Complete,Order
7618,7603,Product replacement or account refund processed,Complete,Order
7619,7604,Product replacement or account refund processed,Complete,Order
7620,7606,Product replacement or account refund processed,Complete,Order
7621,7615,Product replacement or account refund processed,Complete,Incorrect
7622,7616,Product replacement or account refund processed,Complete,Incorrect
7623,7616,Product replacement or account refund processed,Complete,Order
7624,7618,Awaiting customer Documentation,Pending,Defective
7625,7610,Product replacement or account refund processed,Complete,Incorrect
7626,7611,Product replacement or account refund processed,Complete,Incorrect
7627,7612,Product replacement or account refund processed,Complete,Order
7628,7613,Product replacement or account refund processed,Complete,Defective
7629,7614,Product replacement or account refund processed,Complete,Defective
7630,7615,Awaiting customer Documentation,Pending,Incorrect
7631,7616,Product replacement or account refund processed,Complete,Incorrect
7632,7617,Product replacement or account refund processed,Complete,Defective
7633,7618,Product replacement or account refund processed,Complete,Order
7634,7619,Product replacement or account refund processed,Complete,Defective
7635,7620,Product replacement or account refund processed,Complete,Order
7636,7622,Product replacement or account refund processed,Complete,Defective
7637,7623,Product replacement or account refund processed,Complete,Defective
7638,7624,Product replacement or account refund processed,Complete,Incorrect
7639,7633,Product replacement or account refund processed,Complete,Order
7640,7631,Product replacement or account refund processed,Complete,Incorrect
7641,7633,Product replacement or account refund processed,Complete,Order
7642,7634,Product replacement or account refund processed,Complete,Defective
7643,7628,Product replacement or account refund processed,Complete,Incorrect
7644,7629,Product replacement or account refund processed,Complete,Order
7645,7639,Product replacement or account refund processed,Complete,Order
7646,7640,Product replacement or account refund processed,Complete,Incorrect
7647,7639,Product replacement or account refund processed,Complete,Order
7648,7640,Product replacement or account refund processed,Complete,Defective
7649,7643,Product replacement or account refund processed,Complete,Order
7650,7642,Product replacement or account refund processed,Complete,Defective
7651,7643,Product replacement or account refund processed,Complete,Order
7652,7644,Product replacement or account refund processed,Complete,Incorrect
7653,7638,Product replacement or account refund processed,Complete,Order
7654,7648,Product replacement or account refund processed,Complete,Incorrect
7655,7648,Product replacement or account refund processed,Complete,Incorrect
7656,7650,Product replacement or account refund processed,Complete,Defective
7657,7649,Product replacement or account refund processed,Complete,Incorrect
7658,7650,Product replacement or account refund processed,Complete,Order
7659,7644,Received returned equipment,Initiated,Order
7660,7654,Product replacement or account refund processed,Complete,Defective
7661,7655,Product replacement or account refund processed,Complete,Order
